,paperID,keyword
80,4, u'Evolvability'
81,4, u'Product line architecture'
82,4, u'Network architecture'
83,5,u'Platinum'
84,5, u'Two-step procedure'
85,5, u'Pt/C catalysts'
86,5, u'Chemical Reactions'
87,5, u'Cyclic voltammetry'
88,5, u'Rare Earth Metals'
89,5, u'Methanol'
90,5, u'PtRu/C catalysts'
91,5, u'Nanoparticles'
92,5, u'Methanol oxidation'
93,5, u'Substitution reactions'
94,5, u'Oxidation'
95,5, u'Pt particle'
96,5, u'Anode oxidation'
97,5, u'Solid State Physics'
98,5, u'Electric and Magnetic Materials'
99,5, u'Nanotechnology'
100,5, u'Supported Pt'
101,5, u'Electrochemical surface area'
102,5, u'Surface reactions'
103,5, u'Electrocatalytic activity and stability'
104,5, u'X ray diffraction'
105,5, u'Core-shell'
106,5, u'Electrochemistry'
107,5, u'Organic colloids'
108,5, u'Chronoamperometry'
109,5, u'Precious Metals'
110,5, u'Replacement reactions'
111,5, u'Fuel Cells'
112,5, u'TEM'
113,5, u'Electrocatalysts'
114,5, u'Cerium alloys'
115,5, u'Crystal Lattice'
116,5, u'Organic Compounds'
117,5, u'Optical Devices and Systems'
118,5, u'Alloy catalyst'
119,5, u'Fuel cells'
120,5, u'Transmission electron microscopy'
121,6,u'Architecture frameworks'
122,6, u'megamodelling'
123,6, u'Architecture description languages'
124,6, u'viewpoints'
125,6, u'Computer Programming'
126,6, u'Model-driven Engineering'
127,7,u'Architecture frameworks'
128,7, u'megamodelling'
129,7, u'Architecture description languages'
130,7, u'viewpoints'
131,7, u'Computer Programming'
132,7, u'Model-driven Engineering'
133,8,u'software architecture'
134,8, u'software architectural evaluation'
135,8, u'software architectural prototyping'
136,8, u'Software engineering techniques'
137,8, u'software prototyping'
138,8, u'software architecture design'
139,8, u'software quality'
140,8, u'software quality attribute'
141,9,u'Network protocols'
142,9, u'Control Systems'
143,9, u'Security of data'
144,9, u'Computer architecture'
145,9, u'Monitor systems'
146,9, u'Television Systems and Equipment'
147,9, u'Video conferencing'
148,9, u'Self-protecting'
149,9, u'Computer Systems and Equipment'
150,9, u'Self-healing'
151,9, u'Synchronization'
152,9, u'Management'
153,9, u'Artificial Intelligence'
154,9, u'Problem solving'
155,9, u'Computer Programming'
156,9, u'Data Processing and Image Processing'
157,9, u'Self-managing systems'
158,9, u'Decision making'
159,10,u'software maintenance'
160,10, u'Communications computing'
161,10, u'software architecture'
162,10, u'global configuration'
163,10, u'incremental repair'
164,10, u'self-management systems coordination'
165,10, u'Software engineering techniques'
166,10, u'self-healing system'
167,10, u'teleconferencing'
168,10, u'self-managing video teleconference system'
169,10, u'system behavior monitoring'
170,10, u'multiple self-management system coordination'
171,10, u'self-configuration system'
172,10, u'external control modules'
173,10, u'software fault tolerance'
174,11,u'Metamodels'
175,11, u'Architectural description'
176,11, u'Computer hardware description languages'
177,11, u'Computer Programming Languages'
178,11, u'Mathematical models'
179,11, u'Data acquisition'
180,11, u'Architecture description language (ADL)'
181,11, u'Computer Programming'
182,11, u'Problem solving'
183,11, u'Mathematics'
184,11, u'Data Processing and Image Processing'
185,11, u'Computer Applications'
186,11, u'Artificial Intelligence'
187,11, u'Metadata'
188,12,u'Software engineering techniques'
189,12, u'High level languages'
190,12, u'software architecture'
191,12, u'architecture description language'
192,12, u'model-driven approach'
193,12, u'independent heterogeneous representations'
194,12, u'metamodel'
195,12, u'high level languages'
196,13,u'Industry project'
197,13, u'Ontology-based'
198,13, u'Architectural knowledge'
199,13, u'Information Dissemination'
200,13, u'Semantic wiki'
201,13, u'Computer Programming'
202,13, u'Knowledge retrieval'
203,13, u'Semantics'
204,14,u'Industry project'
205,14, u'Ontology-based'
206,14, u'Architectural knowledge'
207,14, u'Information Dissemination'
208,14, u'Semantic wiki'
209,14, u'Computer Programming'
210,14, u'Knowledge retrieval'
211,14, u'Semantics'
212,15,u'Software languages'
213,15, u'Tool Support'
214,15, u'Domain specific languages'
215,15, u'Detailed design'
216,15, u'Software design'
217,15, u'Architectural Viewpoints'
218,15, u'Design'
219,15, u'Architectural views'
220,15, u'Computer Programming'
221,15, u'Software architecture design'
222,15, u'Software Language Engineering'
223,15, u'Structural Design'
224,15, u'Domain specific modeling'
225,16,u'Architectural element'
226,16, u'Open systems'
227,16, u'Data Handling and Applications'
228,16, u'Recoverability'
229,16, u'Computer Systems and Equipment'
230,16, u'Software design'
231,16, u'Architectural views'
232,16, u'Model qualities'
233,16, u'Software architecture design'
234,16, u'Design decisions'
235,16, u'Computer Software'
236,17,u'Platinum'
237,17, u'Alloy nanoparticles'
238,17, u'Ternary systems'
239,17, u'Chemical Reactions'
240,17, u'PEM fuel cell'
241,17, u'Metallurgy'
242,17, u'Nonmetals'
243,17, u'Catalysts'
244,17, u'Inorganic Compounds'
245,17, u'Electric Batteries'
246,17, u'Reduction'
247,17, u'Biological Materials and Tissue Engineering'
248,17, u'Cell membranes'
249,17, u'Nanoparticles'
250,17, u'Catalysis'
251,17, u'Copper alloys'
252,17, u'Electric Batteries and Fuel Cells'
253,17, u'Ternary alloys'
254,17, u'Alloys'
255,17, u'Electrolytic reduction'
256,17, u'Solid oxide fuel cells (SOFC)'
257,17, u'Electrolytes'
258,17, u'Solid State Physics'
259,17, u'Oxygen reduction reaction'
260,17, u'Nanotechnology'
261,17, u'Copper Alloys'
262,17, u'Metallic compounds'
263,17, u'Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals'
264,17, u'Electrolysis'
265,17, u'Oxygen'
266,17, u'Chemical Agents and Basic Industrial Chemicals'
267,17, u'Chemical Products Generally'
268,17, u'Thermionic Materials'
269,17, u'Electrochemistry'
270,17, u'Rare Earth Metals'
271,17, u'Catalyst activity'
272,17, u'Electric and Magnetic Materials'
273,17, u'Fuel Cells'
274,17, u'Proton exchange membrane fuel cells (PEMFC)'
275,17, u'Electrocatalysts'
276,17, u'Copper'
277,17, u'Cerium alloys'
278,17, u'Metallurgy and Metallography'
279,17, u'Organic Compounds'
280,17, u'Pt Cu Co ternary alloys'
281,17, u'Cobalt'
282,17, u'Electric batteries'
283,17, u'Metallography'
284,17, u'Electrocatalysis'
285,17, u'Dealloyed Pt electrocatalysts'
286,17, u'Fuel cells'
287,17, u'Transition metals'
288,17, u'Ore Treatment'
289,17, u'Hydrogen'
290,17, u'Precious Metals'
291,18,u'Platinum'
292,18, u'Electronic structure'
293,18, u'Light Optics'
294,18, u'Atomic ratio'
295,18, u'Structural aspects'
296,18, u'Electronic effects'
297,18, u'Rare Earth Metals'
298,18, u'Metallurgy'
299,18, u'Methanol'
300,18, u'Alloying'
301,18, u'X ray spectroscopy'
302,18, u'Nanoparticles'
303,18, u'Microwave-assisted'
304,18, u'Alloys'
305,18, u'Chemistry'
306,18, u'Physio-chemical properties'
307,18, u'Density functional theory calculations'
308,18, u'Oxidation'
309,18, u'Methanol oxidation reactions'
310,18, u'Electrocatalytic activity'
311,18, u'Solid State Physics'
312,18, u'Scanning electron microscopy'
313,18, u'Alloy compositions'
314,18, u'Electric and Magnetic Materials'
315,18, u'Nanotechnology'
316,18, u'Model system'
317,18, u'Surface reactivity'
318,18, u'Density functional theory'
319,18, u'Transmission electron microscopy tem'
320,18, u'Chemical Reactions'
321,18, u'Ruthenium alloys'
322,18, u'Catalyst activity'
323,18, u'Synthesis (chemical)'
324,18, u'Cerium alloys'
325,18, u'Energy dispersive X ray spectroscopy'
326,18, u'Electroactive surface areas'
327,18, u'Synergistic effect'
328,18, u'Organic Compounds'
329,18, u'Electrochemical analysis'
330,18, u'Ruthenium'
331,18, u'Optical Devices and Systems'
332,18, u'Ethylene glycol'
333,18, u'Transmission electron microscopy'
334,18, u'Precious Metals'
335,19,u'ESCA'
336,19, u'pristine sample'
337,19, u'biodegradable materials'
338,19, u'Natural and artificial biomembranes'
339,19, u'ketoprofen drug release'
340,19, u'sol-gel integration'
341,19, u'tetraorthosilicate-chitosan sol-gel layers'
342,19, u'contact angle'
343,19, u'Gels and sols'
344,19, u'interface tension'
345,19, u'Auger spectroscopy'
346,19, u'Plasma applications in manufacturing and materials processing'
347,19, u'electron spectroscopy-for-chemical analysis'
348,19, u'A     Solid surface structure'
349,19, u'water contact angle'
350,19, u'sol-gel processing'
351,19, u'biodegradable polymer'
352,19, u'semicrystalline polymer'
353,19, u'atomic force microscopy'
354,19, u'sols'
355,19, u'hydrophobic polymer'
356,19, u'porosity'
357,19, u'hydrophobicity'
358,19, u'biomembranes'
359,19, u'Fluid surface energy  surface tension'
360,19, u'ECSA'
361,19, u'etc'
362,19, u'AFM'
363,19, u'degradation rate'
364,19, u'cold plasma modified porous polycaprolactone membrane surface'
365,19, u'drugs'
366,19, u'plasma materials processing'
367,19, u'drug delivery systems'
368,19, u'scanning electron microscopy'
369,19, u'wounds'
370,19, u'Biomedical materials'
371,19, u'silver-sulfadiazine drug release'
372,19, u'silver'
373,19, u'O2 plasma treatment'
374,19, u'Structure of powders and porous materials'
375,19, u'Patient care and treatment'
376,19, u'A    F Physics of subcellular structures'
377,19, u'Ag'
378,19, u'angle of contact'
379,19, u'porous materials'
380,19, u'surface modification'
381,19, u'wound dressing biomaterial applications'
382,19, u'biocompatibility'
383,19, u'biomedical materials'
384,19, u'surface treatment'
385,19, u'Electron spectroscopy for chemical analysis  photoelectron'
386,19, u'Surface treatment and degradation of polymers and plastics'
387,19, u'polymer gels'
388,20,u'Engineering Professional Aspects'
389,20, u'Financial markets'
390,20, u'Computer Applications'
391,20, u'Formal viewpoint'
392,20, u'Industrial economics'
393,20, u'Marketing'
394,20, u'Industrial Economics'
395,20, u'Management'
396,20, u'Artificial Intelligence'
397,20, u'Problem solving'
398,20, u'Software architect'
399,20, u'Project management'
400,20, u'Engineers'
401,21,u'nan'
402,22,u'nan'
403,23,u'Web-based multi-tier server systems'
404,23, u'Software performance evaluation'
405,23, u'Distributed systems software'
406,23, u'distributed software systems'
407,23, u'queueing delay'
408,23, u'Web-based request flows'
409,23, u'performance analysis'
410,23, u'queueing theory'
411,23, u'software performance evaluation'
412,23, u'Internet'
413,23, u'Queueing theory'
414,24,u'Domain specific languages'
415,24, u'Security domains'
416,24, u'Data Handling and Applications'
417,24, u'Problem oriented languages'
418,24, u'Software architecture'
419,24, u'XML encryption'
420,24, u'Standards'
421,24, u'Codes and Standards'
422,24, u'XML signature'
423,24, u'XML security'
424,24, u'XML standards'
425,24, u'Problem domain'
426,24, u'Concepts and features'
427,24, u'Computer Software'
428,25,u'Telecommunication  Radar'
429,25, u'Management'
430,25, u'Critical business'
431,25, u'Business data'
432,25, u'Computer Systems and Equipment'
433,25, u'Mobile phones'
434,25, u'Telecommunication equipment'
435,25, u'Global system for mobile communications'
436,25, u'Storage resources'
437,25, u'Data management'
438,25, u'Mobile business'
439,25, u'Telecommunication'
440,25, u'Specific components'
441,25, u'User interfaces'
442,25, u'Limited bandwidth'
443,25, u'Business applications'
444,25, u'Mobile access'
445,25, u'Back-end servers'
446,25, u'Buildings and Towers'
447,25, u'Computational power'
448,25, u'Data compression'
449,25, u'Mobile devices'
450,25, u'Computer Peripheral Equipment'
451,25, u'Architecture'
452,25, u'Management information systems'
453,25, u'Data Processing and Image Processing'
454,25, u'Lightweight architecture'
455,25, u'Information Theory and Signal Processing'
456,25, u'Mobile computing'
457,25, u'Servers'
458,25, u'Computer Programming'
459,25, u'Radio and Television'
460,25, u'Measurement'
461,25, u'Experimentation'
462,25, u'Mobile users'
463,25, u'Integrated architectures'
464,26,u'Homogeneous catalysis'
465,26, u'FTIR'
466,26, u'graphene'
467,26, u'cobalt'
468,26, u'high resolution transmission electron microscopy'
469,26, u'TOF'
470,26, u'X-ray chemical analysis'
471,26, u'platinum'
472,26, u'X-ray diffraction'
473,26, u'cyclic voltammetry'
474,26, u'catalysts'
475,26, u'Fourier transform infrared spectroscopy'
476,26, u'hydrogen generation'
477,26, u'CV analysis'
478,26, u'SEM'
479,26, u'ECSA'
480,26, u'hydrogen production'
481,26, u'XRD'
482,26, u'bimetallic nanohybrid catalyst'
483,26, u'catalytic hydrolysis'
484,26, u'sodium compounds'
485,26, u'HRTEM'
486,26, u'turnover frequency'
487,26, u'transmission electron microscopy'
488,26, u'Hydrogen fuel'
489,26, u'C-Co-Pt'
490,26, u'sodium borohydride'
491,26, u'voltammetry (chemical analysis)'
492,26, u'NaBH4'
493,26, u'scanning electron microscopy'
494,26, u'catalytic activity'
495,26, u'Hydrogen storage and technology'
496,26, u'EDAX'
497,26, u'activation energy'
498,26, u'electrochemically active surface area'
499,27,u'Dynamic programming'
500,27, u'Computer architectural elements'
501,27, u'Computer Applications'
502,27, u'Mathematical models'
503,27, u'Engineering Research'
504,27, u'Runtime variability'
505,27, u'Autonomous agents'
506,27, u'Computer Programming'
507,27, u'Computer aided design'
508,27, u'Dynamic software systems'
509,27, u'Optimization Techniques'
510,27, u'Engineering research'
511,27, u'Autonomous reconfiguration'
512,28,u'Case maps'
513,28, u'Case-studies'
514,28, u'Computer Applications'
515,28, u'Buildings and Towers'
516,28, u'Data Handling and Applications'
517,28, u'Implementation models'
518,28, u'Resynchronization'
519,28, u'Refactorings'
520,28, u'Computer Programming'
521,28, u'Architecture'
522,28, u'Architectural models'
523,28, u'Design documentation'
524,28, u'Execution trace'
525,28, u'Computer Software'
526,28, u'Java source codes'
527,28, u'Computer software'
528,29,u'Case maps'
529,29, u'Case-studies'
530,29, u'Computer Applications'
531,29, u'Buildings and Towers'
532,29, u'Data Handling and Applications'
533,29, u'Implementation models'
534,29, u'Resynchronization'
535,29, u'Refactorings'
536,29, u'Computer Programming'
537,29, u'Architecture'
538,29, u'Architectural models'
539,29, u'Design documentation'
540,29, u'Execution trace'
541,29, u'Computer Software'
542,29, u'Java source codes'
543,29, u'Computer software'
544,30,u'Case maps'
545,30, u'Case-studies'
546,30, u'Computer Applications'
547,30, u'Buildings and Towers'
548,30, u'Data Handling and Applications'
549,30, u'Implementation models'
550,30, u'Resynchronization'
551,30, u'Refactorings'
552,30, u'Computer Programming'
553,30, u'Architecture'
554,30, u'Architectural models'
555,30, u'Design documentation'
556,30, u'Execution trace'
557,30, u'Computer Software'
558,30, u'Java source codes'
559,30, u'Computer software'
560,31,u'Telecommunication  Radar'
561,31, u'Quality of service'
562,31, u'Reliable execution'
563,31, u'Verification and validation'
564,31, u'Verification techniques'
565,31, u'Formal representations'
566,31, u'Event-B'
567,31, u'Data Handling and Applications'
568,31, u'Optical Communication'
569,31, u'web service composition'
570,31, u'refinement'
571,31, u'Service compositions'
572,31, u'Verification'
573,31, u'Radio and Television'
574,31, u'Software architecture'
575,31, u'Telephone Systems and Related Technologies  Line Communications'
576,31, u'Composite services'
577,31, u'Computer Software'
578,31, u'proof'
579,32,u'Telecommunication  Radar'
580,32, u'System interoperability'
581,32, u'Behavioral diversity'
582,32, u'Basic Mediator Patterns'
583,32, u'System architectures'
584,32, u'Data Handling and Applications'
585,32, u'On-the-fly'
586,32, u'Key objective'
587,32, u'Corresponding solutions'
588,32, u'Heterogeneous component'
589,32, u'Optical Communication'
590,32, u'Interoperability'
591,32, u'Radio and Television'
592,32, u'Building blockes'
593,32, u'Telephone Systems and Related Technologies  Line Communications'
594,32, u'Ubiquitous environments'
595,32, u'Architectural pattern'
596,32, u'Computer Software'
597,33,u'Architectural transformations'
598,33, u'Computer Programming'
599,33, u'Management'
600,33, u'Societies and institutions'
601,33, u'Artificial Intelligence'
602,33, u'Non-functional decompositions'
603,33, u'Data reduction'
604,33, u'Systems analysis'
605,33, u'Optimization'
606,33, u'Architectural design process'
607,33, u'Operations Research'
608,33, u'Problem solving'
609,33, u'Societies and Institutions'
610,33, u'Data Processing and Image Processing'
611,33, u'Optimization Techniques'
612,33, u'Software quality'
613,33, u'Project management'
614,34,u'nonfunctional decomposition'
615,34, u'nonfunctional requirements'
616,34, u'system design'
617,34, u'Software engineering techniques'
618,34, u'architectural solutions'
619,34, u'software architecture'
620,34, u'functional requirements'
621,34, u'systems analysis'
622,34, u'system decomposition'
623,34, u'formal specification'
624,34, u'requirement conflict resolution'
625,34, u'Formal methods'
626,34, u'architecture design'
627,34, u'high-level structure'
628,35,u'International conferences'
629,35, u'Potential impacts'
630,35, u'Management'
631,35, u'Product development'
632,35, u'Software engineering'
633,35, u'Data Handling and Applications'
634,35, u'Product Development  Concurrent Engineering'
635,35, u'Architectural concepts'
636,35, u'Capability Maturity Model Integration'
637,35, u'Computer Programming'
638,35, u'Process needs'
639,35, u'Computer software selection and evaluation'
640,35, u'Quality of softwares'
641,35, u'Project management'
642,35, u'Computer Software'
643,36,u'DP management'
644,36, u'IT company'
645,36, u'product development context'
646,36, u'Capability Maturity Model'
647,36, u'testing'
648,36, u'requirement elicitation'
649,36, u'CMMI'
650,36, u'Diagnostic'
651,36, u'Software engineering techniques'
652,36, u'program verification'
653,36, u'Capability Maturity Model Integration'
654,36, u'Formal methods'
655,36, u'software architecture'
656,36, u'debugging and evaluating systems'
657,36, u'generic architecting process'
658,36, u'Software management'
659,37,u'architectural qualities'
660,37, u'software architecture'
661,37, u'software architectural prototyping'
662,37, u'Software engineering techniques'
663,37, u'software system development'
664,37, u'knowledge transfer'
665,37, u'software prototyping'
666,37, u'software architecture design'
667,37, u'software architectural learning'
668,38,u'Data Handling and Applications'
669,38, u'Knowledge management'
670,38, u'Just in time'
671,38, u'Architectural knowledge base'
672,38, u'Knowledge based systems'
673,38, u'Knowledge base'
674,38, u'Computer Software'
675,39,u'Data Handling and Applications'
676,39, u'Knowledge management'
677,39, u'Just in time'
678,39, u'Architectural knowledge base'
679,39, u'Knowledge based systems'
680,39, u'Knowledge base'
681,39, u'Computer Software'
682,40,u'Platinum'
683,40, u'Electrochemical surface area'
684,40, u'Fuel Cells'
685,40, u'Chemical Reactions'
686,40, u'Electric load management'
687,40, u'Accelerated stress'
688,40, u'Systematic study'
689,40, u'Pt dissolutions'
690,40, u'Catalysts'
691,40, u'Degradation mechanism'
692,40, u'Optical Devices and Systems'
693,40, u'Carbon-supported Pt'
694,40, u'Electric Power Systems'
695,40, u'Platinum alloys'
696,40, u'High surface area'
697,40, u'Performance loss'
698,40, u'Chemical Products Generally'
699,40, u'Carbon'
700,40, u'Proton exchange membrane fuel cells (PEMFC)'
701,40, u'Transmission electron microscopy'
702,40, u'Precious Metals'
703,41,u'XML'
704,41, u'Java'
705,41, u'software engineering'
706,41, u'single page interaction model'
707,41, u'user interfaces'
708,41, u'software architecture'
709,41, u'SPIAR architectural style'
710,41, u'Object oriented programming'
711,41, u'client-server systems'
712,41, u'client-server component'
713,41, u'user interface component development'
714,41, u'Web application'
715,41, u'Software engineering techniques'
716,41, u'User interfaces'
717,41, u'Distributed systems software'
718,41, u'Document processing techniques'
719,41, u'Internet'
720,41, u'asynchronous JavaScript'
721,41, u'Information networks'
722,42,u'World Wide Web'
723,42, u'Large scale systems'
724,42, u'State space methods'
725,42, u'Client server computer systems'
726,42, u'Software engineering'
727,42, u'Web interactions'
728,42, u'Interactive computer systems'
729,42, u'Data Handling and Applications'
730,42, u'Computer Systems and Equipment'
731,42, u'Delta-communications'
732,42, u'Computer Programming'
733,42, u'Client server components'
734,42, u'Mathematics'
735,42, u'Digital Computers and Systems'
736,42, u'Systems Science'
737,42, u'Computer Software'
738,43,u'Chemical Reactions'
739,43, u'Hybrid materials'
740,43, u'Functionalization of CNTs'
741,43, u'Counter anions'
742,43, u'Nanoparticles'
743,43, u'PD nano particle'
744,43, u'Catalytic performance'
745,43, u'Electrochemical stabilities'
746,43, u'Ionic liquids'
747,43, u'Direct ethanol fuel cells (DEFC)'
748,43, u'Diffusion process'
749,43, u'Electrochemically active surface areas'
750,43, u'Alcohol oxidation'
751,43, u'Oxidation'
752,43, u'Electrocatalytic activity'
753,43, u'1'
754,43, u'Solid State Physics'
755,43, u'Oxidation behaviors'
756,43, u'Ethanol'
757,43, u'Electric and Magnetic Materials'
758,43, u'Nanotechnology'
759,43, u'Cyclic voltammograms'
760,43, u'Potential applications'
761,43, u'Functionalized carbon nanotubes'
762,43, u'Liquid Fuels'
763,43, u'Nanotubes'
764,43, u'Dispersivity'
765,43, u'Transmission electron microscopy tem'
766,43, u'X ray diffraction'
767,43, u'Electrocatalysis'
768,43, u'Processing performance'
769,43, u'Efficient anode'
770,43, u'Catalyst activity'
771,43, u'Precious Metals'
772,43, u'Scan rates'
773,43, u'Fuel Cells'
774,43, u'Chemistry'
775,43, u'Thermogravimetric analysis'
776,43, u'Chemical Products Generally'
777,43, u'Plastics'
778,43, u'Electronic and Thermionic Materials'
779,43, u'Wood and Other Structural Materials'
780,43, u'Crystal Lattice'
781,43, u'Palladium'
782,43, u'Metals'
783,43, u'Stability'
784,43, u'Electrocatalytic'
785,43, u'Optical Devices and Systems'
786,43, u'3-Dipolarcycloaddition'
787,43, u'Cycloaddition'
788,43, u'Transmission electron microscopy'
789,43, u'Microenvironments'
790,44,u'Platinum'
791,44, u'Materials Science'
792,44, u'Physical Properties of Gases'
793,44, u'Non Mechanical Properties and Tests of Building Materials'
794,44, u'Vacuum filtration'
795,44, u'Crystalline Solids'
796,44, u'Chemical Agents and Basic Industrial Chemicals'
797,44, u'High Energy Physics'
798,44, u'Carbon black'
799,44, u'Polymer Products'
800,44, u'Processing Agents'
801,44, u'Carbon nanotubes'
802,44, u'Electricity  Basic Concepts and Phenomena'
803,44, u'Porous carbons'
804,44, u'Vacuum'
805,44, u'Nanotechnology'
806,44, u'Active surface area'
807,44, u'Chemical Operations'
808,44, u'Bacterial cellulose membranes'
809,44, u'Porous materials'
810,44, u'Protons'
811,44, u'Microfiltration'
812,44, u'Electric resistance'
813,44, u'Porous carbon'
814,44, u'Precious Metals'
815,44, u'Atomic and Molecular Physics'
816,44, u'Fuel Cells'
817,44, u'Proton exchange membrane fuel cells (PEMFC)'
818,44, u'Diffusion in gases'
819,44, u'Chemical Plants and Equipment'
820,44, u'Macroporous'
821,44, u'Vacuum Technology'
822,44, u'Ultrasound treatments'
823,44, u'Connected networks'
824,44, u'Liquids and Solids'
825,44, u'Polymeric membranes'
826,45,u'Platinum'
827,45, u'Surfaces'
828,45, u'Polyelectrolytes'
829,45, u'Materials Science'
830,45, u'Catalysts'
831,45, u'Gas diffusion layers'
832,45, u'Crystalline Solids'
833,45, u'Chemical Agents and Basic Industrial Chemicals'
834,45, u'Classical Physics  Quantum Theory  Relativity'
835,45, u'Solid State Physics'
836,45, u'Oxygen reduction reaction'
837,45, u'Electrochemical surface area'
838,45, u'Pore-forming material'
839,45, u'Cathodes'
840,45, u'Electrolytic reduction'
841,45, u'Chemical Reactions'
842,45, u'Fuel cell application'
843,45, u'Solids'
844,45, u'Platinum alloys'
845,45, u'Precious Metals'
846,45, u'Fuel Cells'
847,45, u'Chemical Products Generally'
848,45, u'Electric Components'
849,45, u'High current densities'
850,45, u'Evaluation results'
851,45, u'Organic Polymers'
852,45, u'Crystalline planes'
853,45, u'Crystallography'
854,46,u'Platinum'
855,46, u'Cyclic voltammetry'
856,46, u'Polarization'
857,46, u'Tin'
858,46, u'Chemical vapor deposition'
859,46, u'Carbon Nanostructures'
860,46, u'Chemical Agents and Basic Industrial Chemicals'
861,46, u'Electrochemically active surface areas'
862,46, u'Oxygen Reduction'
863,46, u'Solid State Physics'
864,46, u'Oxygen reduction reaction'
865,46, u'Nanotechnology'
866,46, u'Catalytic Chemical Vapour Deposition'
867,46, u'Power densities'
868,46, u'Nanostructures'
869,46, u'Sol-gels'
870,46, u'Electrolytic reduction'
871,46, u'Chemical Reactions'
872,46, u'Electromagnetic Waves in Different Media'
873,46, u'Polarization study'
874,46, u'Electrocatalyst support'
875,46, u'Precious Metals'
876,46, u'Electric Variables Measurements'
877,46, u'Tin and Alloys'
878,46, u'Fuel Cells'
879,46, u'Proton exchange membrane fuel cells (PEMFC)'
880,46, u'Electrocatalysts'
881,46, u'Chemical Products Generally'
882,46, u'Organic Compounds'
883,46, u'Ethylene glycol'
884,47,u'Structure of solid clusters'
885,47, u'Specific chemical reactions  reaction mechanisms'
886,47, u'membranes'
887,47, u'nanofabrication'
888,47, u'Methods of nanofabrication and processing'
889,47, u'platinum'
890,47, u'Film and membrane processes  ion exchange  dialysis  osmosis'
891,47, u'platinum reference catalysts'
892,47, u'oxygen reduction'
893,47, u'amorphous state'
894,47, u'catalysts'
895,47, u'nanotubes and nanostructured materials'
896,47, u'Pt53-NiCo'
897,47, u'nanoparticles'
898,47, u'cobalt alloys'
899,47, u'amorphous nanoalloys'
900,47, u'kinetic current density'
901,47, u'electrocatalytic activity'
902,47, u'nickel alloys'
903,47, u'artificial active collodion membrane'
904,47, u'one-step method'
905,47, u'Electrochemistry and electrophoresis'
906,47, u'electrochemical surface area'
907,47, u'Heterogeneous catalysis at surfaces and other surface reactions'
908,47, u'platinum nanoparticles'
909,47, u'reduction (chemical)'
910,47, u'electrochemistry'
911,47, u'electro osmosis'
912,47, u'current density'
913,47, u'long-term stability'
914,48,u'Architectural languages'
915,48, u'Data Handling and Applications'
916,48, u'Information Dissemination'
917,48, u'Software architecture'
918,48, u'Computer Systems and Equipment'
919,48, u'Computer Software'
920,48, u'Project stakeholders'
921,48, u'Software design'
922,48, u'Model driven architectures'
923,48, u'Model-based analysis'
924,48, u'Eclipse modeling framework'
925,48, u'Model-driven Engineering'
926,48, u'Embedded systems'
927,48, u'Wikis'
928,48, u'Architecture description'
929,49,u'Computer Software'
930,49, u'Computer Circuits and Logic Elements'
931,49, u'Stakeholder identifications'
932,49, u'Data Handling and Applications'
933,49, u'Computers'
934,49, u'Computer Systems and Equipment'
935,49, u'Reference architecture'
